SCHOOL_ID,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,LNG,LAT
610499,COLLINS HS,"1313 S Sacramento Dr, 60623",HS,"9, 10, 11, 12",District,-87.7020415857,41.8641485679
610501,AUSTIN POLY HS,"231 N Pine Ave, 60644",HS,"9, 10, 11, 12",District,-87.7619089499,41.8851229442
610502,MARINE MILITARY HS,"145 S Campbell Ave, 60612",HS,"10, 11, 12",District,-87.6883137238,41.8791234596
610503,FRAZIER PROSPECTIVE,"4027 W Grenshaw St, 60624",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7272443786,41.8669796272
610504,THOMAS,"3625 S Hoyne Ave, 60609",ES,PK,District,-87.6775418498,41.8277749139
610506,TEAM HS,"6201 S Stewart Ave, 60621",HS,"9, 10, 11, 12",District,-87.6330187908,41.7814849041
610513,AIR FORCE HS,"3630 S Wells St, 60609",HS,"9, 10, 11, 12",District,-87.6327569828,41.8281453226
610518,VOISE HS,"231 N Pine Ave, 60644",HS,"9, 10, 11, 12",District,-87.7619163731,41.8859932875
610520,LASALLE II,"1148 N Honore St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6736960316,41.9029144575
610521,"DAVIS, M","6730 S Paulina St, 60636",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6665298837,41.7712211118
610523,EDISON PARK,"6220 N Olcott Ave, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.8137712342,41.9942379501
610524,ALCOTT PREP HS,"2957 N Hoyne Ave, 60618",HS,"9, 10, 11, 12",District,-87.6805620129,41.9357945563
610529,OGDEN HS,"1250 W Erie St, 60642",HS,"6, 7, 8, 9, 10, 11, 12",District,-87.6594046839,41.8935476382
610530,SOUTHSHORE,"1415 E 70th St, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5903961019,41.7677551092
610532,HERNANDEZ MS,"3510 W 55th St, 60632",ES,"6, 7, 8",District,-87.7113699217,41.7934793304
610533,PRIETO,"2231 N Central Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7657805707,41.9213175827
610534,SKINNER NORTH,"640 W Scott St, 60610",ES,"K, 1, 2, 3, 4, 5, 6, 7",District,-87.6448414953,41.9051091196
610539,CAMRAS,"3000 N Mango Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7701272578,41.934930623
610541,LORCA,"3231 N Springfield Ave, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7247831232,41.9400259138
610542,WEST RIDGE,"6700 N Whipple St, 60645",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7059172054,42.0029589949
610543,SOLORIO HS,"5400 S St Louis Ave, 60632",HS,"9, 10, 11, 12",District,-87.7110588223,41.7952005555
610544,AZUELA,"4707 W Marquette Rd, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7399202335,41.7710790731
610547,SOUTH SHORE INTL HS,"1955 E 75th St, 60649",HS,"9, 10, 11, 12",District,-87.5763526381,41.7587916633
610548,STEM ACADEMY,"1522 W Fillmore St, 60607",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.6649691329,41.8685758796
610555,BANNER ACADEMY WEST HS,"819 N Leamington Ave, 60651",HS,"9, 10, 11, 12",ALOP,-87.7540640528,41.8956777254
610557,PATHWAYS IN EDUCATION HS,"3270 W 87th St, 60652",HS,"9, 10, 11, 12",ALOP,-87.7040600674,41.7352390227
610558,GOODE ACAD HS,"7651 S Homan Ave, 60652",HS,"9, 10, 11",District,-87.7073453478,41.7537498029
610559,SHIELDS MIDDLE,"2611 W 48th St, 60632",ES,"5, 6, 7, 8",District,-87.689779773,41.8064914112
610561,CRANE MEDICAL PREP HS,"2245 W Jackson Blvd, 60612",HS,"9, 10",District,-87.6833013467,41.8769474442
610563,BACK OF THE YARDS HS,"2111 W 47th St, 60609",HS,"9, 10",District,-87.6775413678,41.8084125436
610564,DISNEY II MAGNET HS,"3900 N Lawndale Ave, 60618",HS,"7, 8, 9, 10",District,-87.7213635115,41.9524876699
610565,EXCEL ACADEMY - ENGLEWOOD HS,"7141 S Morgan St, 60621",HS,"9, 10, 11",Contract,-87.6491243465,41.7638959739
610566,MAGIC JOHNSON ACADEMY- NORTH LAWNDALE HS,"3222 W Roosevelt Rd, 60624",HS,"9, 10, 11, 12",ALOP,-87.7066036763,41.8664778515
610567,MAGIC JOHNSON ACADEMY- ROSELAND HS,"10928 S. Halsted Ave, 60661",HS,"9, 10",ALOP,-87.6426969685,41.6951598398
610568,PATHWAYS IN EDUCATION - AVONDALE HS,"3100 W Belmont Ave, 60618",HS,"9, 10, 11, 12",ALOP,-87.7052063219,41.9394332097
610569,OMBUDSMAN - NORTHWEST HS,"7500 N Harlem Ave, 60631",HS,"9, 10, 11, 12",ALOP,-87.806681772,42.0171712394
610570,OMBUDSMAN - SOUTH HS,"6057 S. Western Ave, 60635",HS,9,ALOP,-87.683634531,41.7830265818
610571,OMBUDSMAN - WEST HS,"2401 W. Congress Pkwy, 60612",HS,"9, 10, 11, 12",ALOP,-87.6878422947,41.8746729951
610574,WINNIE MANDELA HS,"7847 S Jeffery Blvd, 60649",HS,"9, 10, 11, 12",ALOP,-87.5758830347,41.7520158821
610582,MAGIC JOHNSON ACADEMY-ENGLEWOOD HS,"845 W. 69th Street, 60621",HS,"9, 10, 11, 12",ALOP,-87.6462839759,41.7687290911
610580,MAGIC JOHNSON ACADEMY- HUMBOLDT PK HS,"2421 W. Division, 60622",HS,"9, 10, 11, 12",ALOP,-87.6878889935,41.9029250324
400168,GREAT LAKES CHTR,"8401 S Saginaw Ave, 60617",ES,"K, 1",Charter,-87.559906902,41.7426713822
610572,CAMELOT SAFE ACADEMY ES,"7877 S Coles Ave, 60603",ES,"6, 7, 8",Safe,-87.5505127594,41.7531171419
609774,ALCOTT ES,"2625 N Orchard St, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6464131369,41.9298498527
610184,SPRY ES,"2400 S Marshall Blvd, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7001844719,41.8477467228
610101,OGDEN ES,"24 W Walton St, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9",District,-87.62929657,41.8999764899
610515,DISNEY II ES,"3815 N Kedvale Ave, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9",District,-87.7306783758,41.9504605058
610573,CAMELOT SAFE ACADEMY HS,"7877 S Coles Ave, 60603",HS,"9, 10, 11, 12",Safe,-87.5518035521,41.7531149016
